Name,Height,Weight,Preferred Foot,Birth Date,Age,Preferred Positions,OVR,POT,Value,Wage,GK Reflexes,Ball Skills,Defence,Mental,Passing,Physical,Shooting,Goalkeeper
Mads Bidstrup ,175 cm,74 kg,Right,"Feb. 25, 2001",22,"CDM, CM",73,80,3200000.0,12.0,13,69.5,68.5,68.33333333333333,68.0,75.0,52.75,11.0
Valery ,182 cm,75 kg,Right,"Nov. 23, 1999",24,"RM, LM, LWB",73,80,3500000.0,17.5,10,73.5,68.5,66.33333333333333,67.0,77.14285714285714,57.125,10.2
Óscar Gil ,173 cm,70 kg,Right,"April 26, 1998",25,"RB, RWB, LB",73,75,3100000.0,8.0,11,70.0,70.5,65.16666666666667,68.0,74.42857142857143,48.5,11.6
Dominik Kotarski ,189 cm,75 kg,Right,"Feb. 10, 2000",23,GK,73,79,2600000.0,8.6,77,25.5,12.0,37.5,32.333333333333336,44.0,16.5,72.2
Iñaki Peña ,184 cm,78 kg,Right,"March 2, 1999",24,GK,73,80,2600000.0,50.0,73,16.5,10.5,29.666666666666668,33.333333333333336,43.714285714285715,16.125,72.4
Valentin Gendrey ,179 cm,69 kg,Right,"June 21, 2000",23,RB,73,82,3200000.0,11.0,14,65.0,72.0,61.666666666666664,60.333333333333336,76.57142857142857,38.375,10.4
Ibrahim Traoré ,186 cm,80 kg,Right,"Sept. 16, 1988",35,"CDM, CM",73,73,1000000.0,13.0,14,74.5,66.5,74.83333333333333,71.0,71.0,62.875,11.2
José Paradela ,179 cm,71 kg,Left,"Dec. 15, 1998",24,"LM, CM, RM",73,77,3500000.0,13.5,10,75.0,61.0,66.83333333333333,73.0,68.0,63.0,11.4
Maximilian Bauer ,189 cm,84 kg,Right,"Feb. 9, 2000",23,CB,73,80,3100000.0,17.0,5,51.5,73.5,54.666666666666664,51.0,62.142857142857146,34.625,11.6
Yohann Magnin ,183 cm,71 kg,Right,"June 21, 1997",26,"CDM, CM",73,74,2900000.0,14.5,5,69.0,73.0,68.16666666666667,62.666666666666664,66.71428571428571,52.75,9.2
Tomáš Chorý ,200 cm,101 kg,Right,"Jan. 26, 1995",28,ST,73,73,3100000.0,16.0,12,68.5,28.5,64.5,56.0,60.285714285714285,69.25,8.8
Felipe Silva ,193 cm,90 kg,Left,"April 3, 1993",30,ST,73,73,3000000.0,12.0,7,69.5,22.0,60.5,55.0,75.85714285714286,68.5,9.6
Yohei Takaoka ,181 cm,72 kg,Right,"March 16, 1996",27,GK,73,74,2300000.0,5.4,74,13.0,13.5,26.333333333333332,20.0,38.285714285714285,16.25,71.8
Jayden Bogle ,178 cm,69 kg,Right,"July 27, 2000",23,"RWB, RB",73,79,3300000.0,21.5,6,72.5,70.5,68.83333333333333,69.0,74.42857142857143,49.75,9.8
Hugo Magnetti ,180 cm,75 kg,Right,"May 30, 1998",25,"CDM, CM",73,76,3000000.0,13.5,12,73.5,70.5,71.33333333333333,67.33333333333333,63.285714285714285,49.0,12.2
Jens-Lys Cajuste ,188 cm,77 kg,Right,"Aug. 10, 1999",24,"CDM, CM",73,79,3100000.0,28.0,7,74.5,67.5,71.33333333333333,69.0,74.57142857142857,58.25,8.6
Pol Lozano ,177 cm,62 kg,Right,"Oct. 6, 1999",24,"CDM, CM",73,80,3100000.0,7.2,14,69.0,68.0,69.5,67.33333333333333,74.0,54.5,9.6
Mohamed Ali Camara ,191 cm,80 kg,Right,"Aug. 28, 1997",26,CB,73,76,2900000.0,16.0,8,45.5,74.0,57.5,54.666666666666664,67.28571428571429,38.25,7.8
Fernando ,176 cm,75 kg,Right,"March 1, 1999",24,ST,73,78,3600000.0,15.0,7,77.0,39.0,62.5,63.0,76.42857142857143,66.5,7.4
Loïc Lapoussin ,181 cm,70 kg,Right,"March 27, 1996",27,"LM, CM",73,73,3200000.0,13.5,9,77.0,70.0,70.5,67.66666666666667,72.28571428571429,57.875,10.6
Corpas ,178 cm,72 kg,Right,"July 7, 1991",32,RM,73,73,2500000.0,9.2,11,73.5,31.5,53.166666666666664,70.33333333333333,77.0,62.875,10.6
Hong Hyeon Seok ,175 cm,73 kg,Left,"June 16, 1999",24,"CAM, CM, CDM",73,78,3500000.0,15.5,10,75.0,68.0,70.83333333333333,71.66666666666667,72.28571428571429,64.5,10.4
Enric Gallego ,190 cm,79 kg,Left,"Sept. 12, 1986",37,ST,73,73,1000000.0,7.6,10,72.0,17.5,61.333333333333336,52.333333333333336,61.57142857142857,66.5,11.2
Jaidon Anthony ,183 cm,72 kg,Right,"Dec. 1, 1999",24,"LM, LW",73,78,3500000.0,31.0,15,75.5,36.0,59.166666666666664,66.66666666666667,71.14285714285714,63.25,10.4
Yacine Adli ,186 cm,78 kg,Right,"July 29, 2000",23,"CAM, CM",73,82,3600000.0,36.0,14,75.5,65.5,72.16666666666667,74.33333333333333,66.0,67.75,11.8
Ali Gholizadeh ,176 cm,72 kg,Left,"March 10, 1996",27,"RM, CAM, CF",73,73,3200000.0,9.1,8,76.0,51.0,64.5,66.0,73.85714285714286,61.125,11.4
Jurgen Ekkelenkamp ,188 cm,74 kg,Right,"April 5, 2000",23,"CAM, CM",73,78,3500000.0,20.0,6,75.0,63.5,70.16666666666667,70.33333333333333,65.42857142857143,66.875,10.2
Largie Ramazani ,167 cm,55 kg,Right,"Feb. 27, 2001",22,"RM, LM, ST",73,81,3600000.0,17.5,11,76.0,32.0,60.5,65.33333333333333,75.0,58.875,9.2
Jack Clarke ,181 cm,74 kg,Right,"Nov. 23, 2000",23,"LM, LWB",73,83,3600000.0,24.0,10,73.5,34.0,61.5,65.0,74.28571428571429,61.25,8.8
Finn Dahmen ,188 cm,80 kg,Right,"March 27, 1998",25,GK,73,79,2500000.0,15.0,75,27.5,11.5,33.0,31.0,47.57142857142857,15.75,73.6
Imrân Louza ,178 cm,65 kg,Left,"May 1, 1999",24,"CM, CDM",73,76,3500000.0,24.0,5,76.5,66.0,70.16666666666667,71.33333333333333,63.42857142857143,64.125,7.8
Kristian Thorstvedt ,189 cm,84 kg,Left,"March 13, 1999",24,"CM, CAM",73,77,3500000.0,12.0,12,75.0,63.5,70.0,68.66666666666667,68.14285714285714,67.5,9.8
Johan Carbonero ,170 cm,71 kg,Right,"July 20, 1999",24,LW,73,78,3500000.0,14.5,10,77.5,33.0,61.833333333333336,64.66666666666667,77.42857142857143,57.375,10.8
Josha Vagnoman ,190 cm,90 kg,Right,"Dec. 11, 2000",23,"RWB, RM, RB",73,79,3300000.0,15.5,8,73.0,67.5,68.66666666666667,69.0,77.85714285714286,53.375,11.4
Pejiño ,177 cm,67 kg,Left,"July 29, 1996",27,"RM, LM",73,73,3300000.0,16.0,5,75.5,35.5,59.666666666666664,66.0,74.85714285714286,65.75,7.2
André Silva ,177 cm,72 kg,Left,"June 3, 1997",26,"ST, LW",73,75,3400000.0,9.9,14,73.5,17.0,58.333333333333336,63.0,76.14285714285714,69.25,12.2
Giangiacomo Magnani ,191 cm,87 kg,Right,"Oct. 4, 1995",28,CB,73,76,2800000.0,19.5,7,49.0,72.5,56.0,48.666666666666664,65.28571428571429,40.375,9.0
Ivica Ivušić ,195 cm,88 kg,Right,"Feb. 1, 1995",28,GK,73,76,2850000.0,16.75,73,15.0,12.0,36.166666666666664,18.333333333333332,51.142857142857146,15.375,71.8
Jorman Campuzano ,175 cm,69 kg,Right,"April 30, 1996",27,"CDM, CM",73,75,2900000.0,14.0,6,63.0,73.0,64.66666666666667,59.0,72.57142857142857,43.375,9.8
Håkon Evjen ,178 cm,68 kg,Left,"Feb. 14, 2000",23,"RW, CAM",73,78,3500000.0,12.5,12,74.5,59.0,63.333333333333336,67.0,77.14285714285714,57.875,11.4
Ola Solbakken ,186 cm,79 kg,Left,"Sept. 7, 1998",25,"RM, RW, LW",73,76,3550000.0,19.5,11,73.0,30.0,62.166666666666664,65.66666666666667,75.42857142857143,59.25,10.4
Josh Sargent ,185 cm,79 kg,Right,"Feb. 20, 2000",23,"ST, RM",73,77,3600000.0,26.5,9,66.5,39.0,69.0,60.666666666666664,77.71428571428571,67.5,8.2
Franco Moyano ,171 cm,68 kg,Right,"Sept. 13, 1997",26,"CDM, CM",73,74,3000000.0,12.0,15,74.0,73.0,69.5,71.33333333333333,69.57142857142857,52.75,12.0
Chris Führich ,181 cm,70 kg,Right,"Jan. 9, 1998",25,"CAM, CF",73,77,3400000.0,18.5,6,79.0,57.0,60.0,69.66666666666667,74.85714285714286,62.625,8.6
Manu Vallejo ,167 cm,72 kg,Right,"Feb. 14, 1997",26,"ST, LM, CAM",73,76,3400000.0,22.0,10,73.5,46.0,59.333333333333336,65.33333333333333,75.57142857142857,72.25,10.0
Borna Barišić ,186 cm,80 kg,Left,"Nov. 10, 1992",31,LB,73,73,2600000.0,36.0,9,69.5,69.0,67.33333333333333,74.33333333333333,71.14285714285714,69.25,9.6
Rogério ,178 cm,70 kg,Left,"Jan. 13, 1998",25,LB,73,76,3100000.0,28.0,10,77.5,70.5,69.83333333333333,68.66666666666667,66.14285714285714,55.875,8.8
Álex Centelles ,185 cm,73 kg,Left,"Aug. 30, 1999",24,LB,73,80,3200000.0,16.0,8,72.0,69.0,67.66666666666667,68.66666666666667,72.28571428571429,54.5,10.6
Ignatius Ganago ,176 cm,78 kg,Right,"Feb. 16, 1999",24,"ST, LW",73,75,3600000.0,18.0,13,74.0,15.5,59.666666666666664,61.0,77.14285714285714,66.0,9.6
Mateo Carabajal ,179 cm,72 kg,Right,"Feb. 21, 1997",26,CB,73,75,2900000.0,13.0,10,62.0,72.5,63.666666666666664,64.33333333333333,73.57142857142857,47.375,9.8
Facundo Garcés ,188 cm,82 kg,Right,"Sept. 5, 1999",24,CB,73,79,3100000.0,9.1,13,54.0,74.0,64.16666666666667,55.333333333333336,64.0,41.125,9.4
Denis Vavro ,189 cm,81 kg,Right,"April 10, 1996",27,CB,73,75,2800000.0,17.0,13,59.0,71.5,64.0,61.333333333333336,71.85714285714286,60.875,12.8
Martín Payero ,182 cm,78 kg,Right,"Sept. 11, 1998",25,CM,73,78,3500000.0,12.0,7,77.0,63.0,71.33333333333333,71.33333333333333,72.85714285714286,65.125,6.8
Nathaniel Phillips ,190 cm,84 kg,Right,"March 21, 1997",26,CB,73,76,2900000.0,60.0,10,49.5,72.5,58.166666666666664,52.666666666666664,58.142857142857146,38.75,8.6
Caoimhin Kelleher ,188 cm,74 kg,Right,"Nov. 23, 1998",25,GK,73,80,2600000.0,40.0,76,20.0,12.0,35.166666666666664,30.333333333333332,45.285714285714285,18.125,72.8
Youcef Atal ,175 cm,66 kg,Right,"May 17, 1996",27,"RB, RWB, RM",73,74,2900000.0,28.0,7,76.0,69.0,72.16666666666667,69.33333333333333,76.0,63.25,9.4
Samuel Moutoussamy ,176 cm,72 kg,Left,"Aug. 12, 1996",27,"CM, CDM",73,74,3300000.0,19.0,5,73.0,73.0,71.16666666666667,71.0,75.0,54.625,8.4
Matteo Gabbia ,185 cm,78 kg,Right,"Oct. 21, 1999",24,CB,73,80,3100000.0,33.0,14,57.5,76.0,57.0,51.333333333333336,62.285714285714285,43.5,11.2
Mihailo Ristić ,180 cm,79 kg,Left,"Oct. 31, 1995",28,LB,73,74,2900000.0,16.5,5,74.5,69.0,65.33333333333333,68.66666666666667,71.0,59.125,8.4
Tommaso Augello ,180 cm,70 kg,Left,"Aug. 30, 1994",29,"LB, LWB, LM",73,73,2800000.0,19.0,11,71.0,69.0,65.83333333333333,70.0,71.57142857142857,55.75,10.2
Max Aarons ,171 cm,69 kg,Right,"Jan. 4, 2000",23,RB,73,78,3200000.0,28.0,8,71.0,70.0,70.16666666666667,63.333333333333336,79.14285714285714,41.125,9.2
Myron Boadu ,181 cm,67 kg,Right,"Jan. 14, 2001",22,ST,73,79,3600000.0,34.0,11,73.0,20.0,59.5,58.0,77.42857142857143,67.375,11.0
Romano Schmid ,168 cm,73 kg,Right,"Jan. 27, 2000",23,"CAM, CM",73,79,3500000.0,17.0,6,78.5,41.0,63.0,68.33333333333333,71.85714285714286,58.375,7.6
Pasquale Mazzocchi ,180 cm,74 kg,Right,"July 27, 1995",28,"RM, LM, RWB",73,73,3200000.0,24.5,11,73.5,67.0,67.33333333333333,73.33333333333333,73.57142857142857,61.5,11.6
Frank Onyeka ,183 cm,70 kg,Right,"Jan. 1, 1998",25,"CDM, CM",73,77,3000000.0,34.0,14,70.0,68.5,72.66666666666667,63.666666666666664,76.0,54.875,10.2
Pascal Struijk ,190 cm,79 kg,Left,"Aug. 11, 1999",24,"CB, LB",73,78,3100000.0,14.5,14,66.5,72.5,65.5,61.0,64.85714285714286,46.75,10.8
Hervé Koffi ,186 cm,81 kg,Right,"Oct. 16, 1996",27,GK,73,76,2400000.0,9.3,76,20.0,10.5,37.833333333333336,20.0,58.57142857142857,16.0,71.0
Christoph Zimmermann ,194 cm,92 kg,Right,"Jan. 12, 1993",30,CB,73,73,2500000.0,18.0,14,46.0,73.5,56.833333333333336,48.666666666666664,55.857142857142854,35.75,11.0
Ron Schallenberg ,185 cm,75 kg,Right,"Oct. 6, 1998",25,"CDM, CM",73,78,3100000.0,8.6,15,67.5,68.0,71.33333333333333,61.666666666666664,68.57142857142857,48.5,10.8
Rafael Pérez ,186 cm,76 kg,Right,"Jan. 9, 1990",33,CB,73,73,1500000.0,11.0,10,61.0,71.0,62.166666666666664,51.0,68.14285714285714,48.875,10.0
Christopher Antwi-Adjei ,174 cm,72 kg,Right,"Feb. 7, 1994",29,"LM, RM",73,73,3000000.0,20.5,5,74.0,28.5,53.833333333333336,63.333333333333336,77.0,53.25,8.6
Umut Bozok ,178 cm,75 kg,Right,"Sept. 19, 1996",27,ST,73,74,3400000.0,39.0,9,72.0,25.0,62.666666666666664,60.0,75.57142857142857,67.875,9.6
Jadson ,186 cm,80 kg,Right,"Nov. 5, 1991",32,CB,73,73,2100000.0,10.5,6,51.5,73.0,59.833333333333336,51.0,70.14285714285714,37.0,9.8
Wilson Manafá ,175 cm,72 kg,Right,"July 23, 1994",29,"RB, LB",73,73,2800000.0,15.5,10,70.5,70.5,69.5,66.0,76.85714285714286,56.875,8.0
Jørgen Strand Larsen ,193 cm,79 kg,Right,"Feb. 6, 2000",23,ST,73,82,3600000.0,17.5,9,67.5,25.0,63.5,52.0,76.57142857142857,64.625,10.4
Leo Østigård ,185 cm,81 kg,Right,"Nov. 28, 1999",24,CB,73,82,3100000.0,28.0,6,59.5,71.5,58.833333333333336,55.0,71.57142857142857,42.0,10.0
Ilias Chair ,164 cm,64 kg,Right,"Oct. 30, 1997",26,"CAM, LM",73,77,3400000.0,14.5,13,76.0,28.0,58.333333333333336,69.0,70.71428571428571,61.125,11.0
Erhan Mašović ,189 cm,82 kg,Right,"Nov. 22, 1998",25,"CB, CDM",73,77,3100000.0,15.5,5,56.0,76.0,58.0,50.0,66.85714285714286,35.75,7.2
Gédéon Kalulu ,176 cm,74 kg,Right,"Aug. 29, 1997",26,"RB, RWB",73,76,3100000.0,16.5,8,67.5,73.0,61.833333333333336,59.666666666666664,78.85714285714286,43.75,10.8
Enzo Copetti ,180 cm,88 kg,Right,"Jan. 16, 1996",27,"ST, RW",73,73,3300000.0,8.0,12,67.0,48.5,69.0,62.666666666666664,83.14285714285714,64.0,11.4
Florinel Coman ,182 cm,72 kg,Right,"April 10, 1998",25,"LW, ST",73,76,3400000.0,8.8,12,76.0,26.0,62.5,66.33333333333333,74.57142857142857,67.25,12.0
Arnór Sigurðsson ,177 cm,75 kg,Right,"May 15, 1999",24,"LM, CAM, CF",73,78,3500000.0,29.5,11,72.0,35.5,61.333333333333336,70.66666666666667,72.71428571428571,61.875,8.6
Nahuel Bustos ,176 cm,64 kg,Right,"July 4, 1998",25,"ST, LM",73,78,3600000.0,12.5,12,74.0,30.0,62.5,65.33333333333333,78.71428571428571,70.0,12.2
Marcin Bułka ,199 cm,90 kg,Right,"Oct. 4, 1999",24,GK,73,80,2600000.0,18.5,74,13.0,12.0,31.333333333333332,22.333333333333332,40.285714285714285,16.0,72.6
Jack Elliott ,198 cm,83 kg,Right,"Aug. 24, 1995",28,"CB, CDM",73,74,2800000.0,6.7,6,54.5,73.5,57.166666666666664,53.666666666666664,57.42857142857143,33.375,9.2
Vito van Crooij ,179 cm,70 kg,Right,"Jan. 29, 1996",27,"RM, LM",73,73,3200000.0,20.5,12,69.5,36.0,67.0,70.33333333333333,74.42857142857143,68.0,12.2
Moussa Djenepo ,177 cm,65 kg,Right,"June 15, 1998",25,"LW, RW, LM",73,76,3400000.0,14.0,10,77.0,39.0,63.0,65.0,74.85714285714286,62.375,10.8
Philipp Förster ,188 cm,82 kg,Left,"Feb. 4, 1995",28,"CAM, CF, CM",73,73,3100000.0,20.5,6,72.5,63.5,70.66666666666667,72.0,70.42857142857143,63.5,6.8
Jorge Cuenca ,190 cm,75 kg,Left,"Nov. 17, 1999",24,CB,73,79,3100000.0,12.0,12,52.0,74.5,61.0,62.0,62.714285714285715,41.625,10.6
Gastón Togni ,180 cm,76 kg,Left,"Sept. 20, 1997",26,"LM, LWB, LW",73,74,3400000.0,12.5,9,71.0,65.0,69.16666666666667,71.0,74.57142857142857,65.375,9.8
Paik Seung Ho ,180 cm,78 kg,Right,"March 17, 1997",26,"CM, CDM",73,75,3300000.0,10.0,10,74.0,62.5,68.0,69.33333333333333,75.57142857142857,67.125,9.6
Felipe Román ,183 cm,80 kg,Right,"Oct. 5, 1995",28,RB,73,74,2900000.0,13.0,8,63.5,60.5,61.333333333333336,70.0,78.71428571428571,47.75,9.6
Julian Gressel ,185 cm,84 kg,Right,"Dec. 16, 1993",29,"RM, CM, RWB",73,73,3000000.0,7.6,10,71.0,64.5,71.5,72.33333333333333,73.14285714285714,64.75,9.2
Oleksandr Karavaev ,175 cm,71 kg,Right,"June 2, 1992",31,"RB, RM, LB",73,73,2200000.0,13.0,13,71.0,72.5,66.66666666666667,70.66666666666667,71.71428571428571,51.0,12.2
Oleksandr Zubkov ,182 cm,71 kg,Left,"Aug. 3, 1996",27,"RM, CAM, LM",73,73,3300000.0,14.0,5,76.0,14.0,51.833333333333336,65.66666666666667,68.71428571428571,65.375,8.8
Bruno Wilson ,191 cm,80 kg,Right,"Dec. 27, 1996",26,CB,73,76,2900000.0,5.1,8,51.0,75.0,55.666666666666664,49.0,57.285714285714285,39.875,10.8
Michel Aebischer ,183 cm,76 kg,Right,"Jan. 6, 1997",26,"CM, RM",73,76,3300000.0,24.5,15,73.5,62.5,69.5,73.33333333333333,74.0,62.0,11.6
Brandon Vazquez ,188 cm,79 kg,Right,"Oct. 14, 1998",25,ST,73,80,3600000.0,7.0,15,67.5,25.0,58.5,52.666666666666664,73.85714285714286,63.25,11.2
Gabriel Gudmundsson ,180 cm,74 kg,Left,"April 29, 1999",24,"LB, LM",73,79,3200000.0,19.0,8,71.5,69.0,66.5,70.66666666666667,75.0,58.125,8.6
Kike Pérez ,184 cm,74 kg,Left,"Feb. 14, 1997",26,"CM, CAM, CDM",73,76,3300000.0,9.9,10,79.5,63.5,66.33333333333333,68.66666666666667,61.0,60.5,12.2
Oliver Christensen ,190 cm,82 kg,Right,"March 22, 1999",24,GK,73,78,2600000.0,22.5,79,18.0,12.0,36.833333333333336,33.666666666666664,46.142857142857146,14.25,72.6
Gabriel Rojas ,173 cm,70 kg,Left,"June 22, 1997",26,LB,73,73,3000000.0,14.0,9,71.5,67.5,68.16666666666667,71.66666666666667,76.71428571428571,60.375,8.8
Filip Ugrinic ,184 cm,88 kg,Right,"Jan. 5, 1999",24,"CM, LM",73,78,3500000.0,16.0,13,74.0,70.0,71.66666666666667,71.66666666666667,78.14285714285714,67.625,10.8
Calvin Stengs ,187 cm,68 kg,Left,"Dec. 18, 1998",24,"CAM, CM, RW",73,78,3500000.0,11.5,10,75.0,55.5,66.66666666666667,72.0,68.42857142857143,62.375,9.4
Jan Sýkora ,171 cm,64 kg,Left,"Dec. 29, 1993",29,"LM, CAM, LB",73,73,3000000.0,14.5,13,72.5,66.5,70.16666666666667,70.33333333333333,74.42857142857143,66.75,9.0
Gerardo Arteaga ,175 cm,68 kg,Left,"Sept. 7, 1998",25,LB,73,78,3200000.0,10.5,7,71.5,69.5,67.33333333333333,70.0,73.85714285714286,51.5,7.2
Lewis O'Brien ,173 cm,63 kg,Left,"Oct. 14, 1998",25,"CM, CDM, LM",73,77,3500000.0,39.0,7,74.5,73.5,72.5,65.0,73.85714285714286,53.75,10.2
Sergio Peña ,178 cm,70 kg,Right,"Sept. 28, 1995",28,"CM, CDM",73,74,3200000.0,7.5,6,75.5,55.5,71.0,76.66666666666667,69.57142857142857,68.125,9.2
Omer Atzili ,180 cm,75 kg,Left,"July 27, 1993",30,"RM, LM, CAM",73,73,3000000.0,14.5,9,73.0,28.0,59.5,72.33333333333333,71.71428571428571,73.375,9.6
Nildo Reisão ,191 cm,90 kg,Right,"Feb. 29, 1996",27,"CDM, CM",73,73,2900000.0,13.0,7,47.5,75.0,63.666666666666664,66.0,60.57142857142857,41.625,9.8
Enzo Merques ,187 cm,76 kg,Left,"Feb. 29, 1996",27,LB,73,73,2900000.0,13.0,13,74.5,68.5,70.66666666666667,70.33333333333333,70.28571428571429,67.625,11.2
Giorgi Kvilitaia ,193 cm,80 kg,Right,"Oct. 1, 1993",30,ST,73,73,3000000.0,16.0,9,73.5,32.0,60.833333333333336,58.333333333333336,67.0,67.75,9.8
Auston Trusty ,191 cm,85 kg,Left,"Aug. 12, 1998",25,"CB, LB",73,79,3100000.0,21.5,12,62.0,69.5,63.833333333333336,60.666666666666664,74.14285714285714,48.25,12.0
Jhon Mosquera ,185 cm,72 kg,Left,"June 6, 1990",33,LM,73,73,1900000.0,14.0,12,73.5,55.5,70.0,70.0,73.0,66.375,10.0
Pedrinho ,170 cm,65 kg,Right,"Dec. 20, 1992",30,"CM, CAM",73,73,2900000.0,12.5,12,76.0,60.0,69.33333333333333,75.0,70.71428571428571,71.75,11.4
Josh Maja ,181 cm,76 kg,Right,"Dec. 27, 1998",24,"ST, CAM",73,78,3600000.0,26.5,7,74.0,22.5,55.833333333333336,59.333333333333336,72.71428571428571,68.25,9.8
Dimitri Liénard ,181 cm,77 kg,Left,"Feb. 13, 1988",35,"CM, LWB",73,73,1200000.0,4.2,14,70.5,71.0,70.33333333333333,76.33333333333333,62.285714285714285,71.5,13.6
Qazim Laçi ,175 cm,67 kg,Right,"Jan. 19, 1996",27,"CM, CDM",73,74,3200000.0,14.0,9,73.5,67.0,71.0,72.33333333333333,75.42857142857143,66.75,9.8
Aleksandar Sedlar ,180 cm,79 kg,Right,"Dec. 13, 1991",31,"CB, CDM",73,73,2100000.0,17.0,5,48.0,73.0,60.0,52.333333333333336,65.0,41.625,10.4
Dante Vanzeir ,175 cm,77 kg,Right,"April 16, 1998",25,ST,73,78,3400000.0,7.6,5,72.0,27.5,66.33333333333333,64.33333333333333,79.42857142857143,69.625,8.8
Jacob Rasmussen ,190 cm,81 kg,Left,"May 28, 1997",26,CB,73,76,2900000.0,12.0,8,61.0,71.5,58.833333333333336,63.666666666666664,68.0,42.75,10.6
Salvi Sánchez ,175 cm,64 kg,Right,"March 30, 1991",32,"RM, LM",73,73,2400000.0,9.1,6,73.0,40.0,61.0,72.66666666666667,67.57142857142857,63.0,8.8
Jair Amador ,190 cm,80 kg,Left,"Aug. 21, 1989",34,CB,73,73,1500000.0,8.4,12,47.0,72.0,54.0,52.666666666666664,70.85714285714286,39.125,9.8
Jens Odgaard ,190 cm,80 kg,Left,"March 31, 1999",24,"RW, ST",73,78,3500000.0,8.9,11,74.5,33.5,63.666666666666664,67.0,75.42857142857143,70.0,10.6
Carlos Quintana ,190 cm,88 kg,Left,"Feb. 11, 1988",35,CB,73,74,800000.0,9.2,12,50.5,73.0,60.333333333333336,51.0,56.714285714285715,40.375,10.2
Carel Eiting ,178 cm,72 kg,Left,"Feb. 11, 1998",25,"CM, CDM",73,77,3400000.0,9.9,5,71.5,49.0,68.16666666666667,80.66666666666667,61.285714285714285,59.25,8.8
David Turnbull ,185 cm,75 kg,Right,"July 10, 1999",24,"CM, CAM",73,75,3500000.0,34.0,5,72.5,57.5,67.33333333333333,74.66666666666667,65.28571428571429,69.625,8.6
Vágner Corraldo ,175 cm,70 kg,Left,"Feb. 29, 2000",23,"LB, LM",73,73,3200000.0,11.0,11,67.5,72.5,66.5,63.0,71.42857142857143,60.875,11.6
Alessio Castro-Montes ,178 cm,74 kg,Right,"May 17, 1997",26,"LM, RM",73,74,3300000.0,13.5,9,73.0,72.0,71.5,70.66666666666667,72.28571428571429,66.375,11.2
Fredrik Andre Bjørkan ,180 cm,73 kg,Left,"Aug. 21, 1998",25,LB,73,77,3200000.0,5.0,9,72.0,67.5,65.0,65.66666666666667,77.85714285714286,51.75,10.6
Amath Ndiaye ,173 cm,70 kg,Right,"July 16, 1996",27,"LM, ST, RM",73,73,3300000.0,20.0,9,74.5,50.0,64.66666666666667,65.0,76.57142857142857,66.5,8.8
Fernando Gaibor ,178 cm,72 kg,Right,"Oct. 8, 1991",32,"CM, CDM, RM",73,73,2500000.0,14.0,9,73.5,65.0,67.0,74.0,72.14285714285714,67.125,11.8
Riley McGree ,178 cm,72 kg,Left,"Nov. 2, 1998",25,"LM, CM",73,78,3500000.0,20.0,13,71.5,60.5,70.66666666666667,67.0,77.85714285714286,64.0,9.4
Jakob Glesnes ,188 cm,84 kg,Right,"March 25, 1994",29,CB,73,74,2500000.0,7.0,12,61.5,72.0,64.66666666666667,58.333333333333336,66.42857142857143,54.0,8.2
Mikel Villanueva ,192 cm,79 kg,Left,"April 14, 1993",30,CB,73,73,2500000.0,8.4,12,63.5,72.5,59.833333333333336,67.33333333333333,67.85714285714286,46.75,9.8
Milad Mohammadi ,177 cm,70 kg,Left,"Sept. 29, 1993",30,LB,73,73,2700000.0,13.5,13,72.0,68.0,67.33333333333333,68.33333333333333,78.57142857142857,61.75,10.8
Cedric Itten ,190 cm,84 kg,Right,"Dec. 27, 1996",26,ST,73,75,3400000.0,20.0,7,67.0,35.5,63.833333333333336,62.333333333333336,73.42857142857143,67.0,8.2
Luis Malagón ,181 cm,75 kg,Right,"March 2, 1997",26,GK,73,78,2950000.0,17.75,78,12.0,12.0,29.5,17.666666666666668,33.857142857142854,15.0,71.2
Diego Zabala ,172 cm,64 kg,Right,"Sept. 19, 1991",32,"RW, RM, CAM",73,73,2500000.0,15.5,14,74.5,37.5,54.666666666666664,74.33333333333333,69.71428571428571,67.75,11.8
Fahd Moufi ,177 cm,77 kg,Right,"May 5, 1996",27,"RB, RWB",73,74,2900000.0,13.0,11,69.5,72.0,68.33333333333333,64.66666666666667,75.71428571428571,43.75,9.6
Mark Travers ,191 cm,82 kg,Right,"May 18, 1999",24,GK,73,77,2600000.0,21.5,76,16.0,14.5,35.0,36.666666666666664,45.142857142857146,19.25,72.4
Toni Lato ,171 cm,64 kg,Left,"Nov. 21, 1997",26,"LB, LWB, LM",73,78,3100000.0,17.5,9,71.0,72.0,66.83333333333333,75.66666666666667,69.28571428571429,55.125,9.6
Yusuf Yazıcı ,183 cm,74 kg,Left,"Jan. 29, 1997",26,"CF, CAM, RW",73,75,3400000.0,26.5,7,75.5,47.0,65.83333333333333,73.33333333333333,68.28571428571429,73.25,9.4
Yann Karamoh ,185 cm,77 kg,Right,"July 8, 1998",25,"CF, LM",73,77,3600000.0,30.0,12,77.5,28.5,61.0,67.66666666666667,70.0,65.0,10.8
Andraž Šporar ,186 cm,82 kg,Right,"Feb. 27, 1994",29,ST,73,73,3000000.0,16.0,7,70.5,14.5,56.333333333333336,64.33333333333333,73.42857142857143,68.5,8.6
Abdülkadir Ömür ,168 cm,70 kg,Left,"June 25, 1999",24,"CM, RW, CAM",73,77,3500000.0,31.0,10,79.5,51.0,67.16666666666667,70.66666666666667,77.0,65.625,11.4
